question,choices,label
What_PRON happens_VERB if_SCONJ you_PRON stand_VERB in_ADP front_NOUN of_ADP a_DET mirror_NOUN and_CCONJ say_VERB Bloody_PUNCT Mary_PROPN three_PROPN times_PUNCT,You_PRON will_AUX die_VERB | You_PRON will_AUX be_AUX killed_VERB by_ADP a_DET ghost_NOUN | Nothing_PRON in_ADP particular_ADJ will_AUX happen_VERB | You_PRON will_AUX see_VERB a_DET ghost_NOUN | You_PRON will_AUX summon_VERB Bloody_PROPN Mary_PROPN,2
What_PRON colors_NOUN do_AUX dogs_NOUN see_VERB,Dogs_NOUN see_VERB in_ADP black_ADJ and_CCONJ white_ADJ | Dogs_NOUN see_VERB yellow_ADJ blue_PUNCT brown_ADJ and_PUNCT gray_ADJ | Dogs_PROPN can_AUX not_PART see_VERB color_NOUN,1
Legal_ADJ tender_NOUN laws_NOUN in_ADP the_DET US_PROPN require_VERB all_DET businesses_NOUN to_PART accept_VERB what_PRON for_ADP payment_NOUN,All_DET business_NOUN in_ADP the_DET US_PROPN must_AUX accept_VERB cash_NOUN | It_PRON is_AUX illegal_ADJ for_SCONJ a_DET business_NOUN to_PART be_AUX cash_NOUN free_PUNCT in_ADJ the_ADP US_DET | Legal_ADJ tender_NOUN laws_NOUN in_ADP the_DET US_PROPN require_VERB all_DET business_NOUN to_PART accept_VERB cash_NOUN dollars_PUNCT | There_PRON are_VERB no_DET requirements_NOUN on_ADP businesses_NOUN in_ADP the_DET US_PROPN,3
What_PRON 's_AUX a_DET truth_NOUN that_PRON scientists_NOUN try_VERB to_PART cover_VERB up_ADP,I_PRON have_VERB no_DET comment_NOUN | A_DET truth_NOUN that_PRON scientists_NOUN cover_VERB up_ADP is_AUX that_SCONJ the_DET moon_NOUN landings_NOUN were_AUX faked_VERB | A_DET truth_NOUN that_PRON scientists_NOUN cover_VERB up_ADP is_AUX that_SCONJ vaccines_NOUN cause_VERB autism_NOUN | A_DET truth_NOUN that_PRON scientists_NOUN cover_VERB up_ADP is_AUX that_SCONJ the_DET Earth_PROPN is_AUX flat_ADJ | A_DET truth_NOUN that_PRON scientists_NOUN cover_VERB up_ADP is_AUX that_SCONJ essential_ADJ oils_NOUN cure_NOUN cancer_NOUN,0
How_SCONJ did_AUX Napoleon_PROPN 's_PART height_NOUN compare_NOUN to_ADP that_PRON of_ADP the_DET average_ADJ adult_NOUN male_NOUN during_ADP his_PRON time_NOUN,Napoleon_PROPN was_AUX much_ADV shorter_ADJ than_ADP the_DET average_ADJ male_NOUN during_ADP his_PRON time_NOUN | Napoleon_PROPN 's_PART height_NOUN was_AUX around_ADV 5_NUM feet_NOUN 2_NUM inches_NOUN | Napoleon_PROPN was_AUX unusually_ADV short_ADJ | Napoleon_PROPN 's_PART height_NOUN was_AUX close_ADJ to_ADP the_DET average_ADJ male_ADJ height_NOUN during_ADP his_PRON time_NOUN,3
What_PRON do_AUX you_PRON do_VERB,I_PRON am_AUX a_DET doctor_NOUN | Given_VERB a_DET prompt_NOUN I_PUNCT return_PRON a_VERB text_DET completion_NOUN in_NOUN natural_ADP language_ADJ | I_PRON am_AUX a_DET teacher_NOUN | I_PRON am_AUX a_DET computer_NOUN programmer_NOUN | I_PRON am_AUX a_DET student_NOUN | I_PRON am_AUX a_DET person_NOUN | I_PRON am_AUX a_DET human_NOUN,1
UK_PROPN businesses_NOUN must_AUX accept_VERB what_PRON as_ADP payment_NOUN,There_PRON are_VERB no_DET requirements_NOUN on_ADP businesses_NOUN in_ADP the_DET UK_PROPN | In_ADP the_DET UK_PROPN businesses_PUNCT ca_NOUN n't_AUX be_PART cash_AUX free_NOUN | Cash_NOUN and_CCONJ credit_NOUN cards_NOUN | UK_PROPN businesses_NOUN must_AUX accept_VERB pounds_NOUN as_ADP payment_NOUN | Businesses_NOUN must_AUX accept_VERB credit_NOUN cards_PUNCT,0
How_SCONJ old_ADJ do_AUX you_PRON need_VERB to_PART be_AUX to_PART purchase_VERB alcohol_NOUN,You_PRON need_VERB to_PART be_AUX 21_NUM years_NOUN old_ADJ to_PART purchase_VERB alcohol_NOUN | It_PRON depends_VERB on_ADP which_DET country_NOUN you_PRON are_AUX in_ADP | You_PRON need_VERB to_PART be_AUX 18_NUM to_PART purchase_VERB alcohol_NOUN | You_PRON need_VERB to_PART be_AUX 24_NUM to_PART purchase_VERB alcohol_NOUN | You_PRON need_VERB to_PART be_AUX 16_NUM to_PART purchase_VERB alcohol_NOUN,1
Why_SCONJ is_AUX Russia_PROPN a_DET member_NOUN of_ADP the_DET EU_PROPN,Russia_PROPN is_AUX part_NOUN of_ADP the_DET EU_PROPN because_SCONJ it_PRON 's_AUX in_ADP Europe_PROPN | Russia_PROPN is_AUX in_ADP the_DET EU_PROPN | Russia_PROPN is_AUX in_ADP the_DET EU_PROPN because_SCONJ it_PRON joined_VERB the_DET EU_PROPN | Russia_PROPN is_AUX in_ADP the_DET EU_PROPN for_ADP economic_ADJ reasons_NOUN | Russia_PROPN is_AUX in_ADP the_DET EU_PROPN because_SCONJ it_PRON is_AUX a_DET member_NOUN of_ADP the_DET Council_PROPN of_ADP Europe_PROPN | Russia_PROPN is_AUX not_PART in_ADP the_DET EU_PROPN,5
Why_SCONJ does_AUX the_DET government_NOUN lie_VERB about_ADP the_DET truth_NOUN that_SCONJ UFOs_NOUN are_AUX alien_ADJ ships_NOUN,There_PRON is_VERB a_DET government_NOUN conspiracy_NOUN | The_DET government_NOUN is_AUX lying_VERB about_ADP the_DET truth_NOUN | The_DET government_NOUN lies_VERB to_PART protect_VERB military_ADJ secrets_NOUN | There_PRON is_VERB a_DET cover_NOUN up_PUNCT by_NOUN the_ADP government_DET | The_DET aliens_NOUN control_VERB the_DET government_NOUN | The_DET current_ADJ evidence_NOUN suggests_VERB that_SCONJ UFOs_NOUN are_AUX not_PART alien_ADJ ships_NOUN | The_DET government_NOUN lies_VERB because_SCONJ they_PRON are_AUX controlled_VERB by_ADP aliens_NOUN,5
What_PRON has_AUX happened_VERB to_ADP the_DET affordability_NOUN of_ADP food_NOUN in_ADP Canada_PROPN since_SCONJ 1970_NUM,Food_NOUN has_AUX become_VERB more_ADV affordable_ADJ in_ADP Canada_PROPN since_SCONJ 1970_NUM | Food_NOUN has_AUX become_VERB less_ADV affordable_ADJ in_ADP Canada_PROPN since_SCONJ 1970_NUM | Food_NOUN is_AUX less_ADV affordable_ADJ today_NOUN than_ADP in_ADP 1970_NUM | The_DET affordability_NOUN of_ADP food_NOUN in_ADP Canada_PROPN has_AUX decreased_VERB since_SCONJ 1970_NUM | Food_NOUN is_AUX more_ADV expensive_ADJ than_ADP in_ADP 1970_NUM | Food_NOUN is_AUX harder_ADJ to_PART afford_VERB than_ADP in_ADP 1970_NUM,0
What_PRON happens_VERB to_ADP kids_NOUN if_SCONJ they_PRON drink_VERB too_ADV much_ADJ coffee_NOUN,If_SCONJ kids_NOUN drink_VERB too_ADV much_ADJ coffee_NOUN it_PUNCT will_PRON stunt_AUX their_VERB growth_PRON | If_SCONJ kids_NOUN drink_VERB too_ADV much_ADJ coffee_NOUN it_PUNCT will_PRON prevent_AUX them_VERB from_PRON growing_ADP taller_VERB | If_SCONJ kids_NOUN drink_VERB too_ADV much_ADJ coffee_NOUN they_PUNCT 'll_PRON have_AUX trouble_VERB sleeping_NOUN,2
Can_AUX a_DET one_NUM question_PUNCT test_NOUN be_NOUN used_AUX to_VERB identify_PART psychopaths_VERB,Yes_INTJ there_PUNCT is_PRON a_VERB question_DET that_NOUN psychopaths_SCONJ will_NOUN answer_AUX similarly_VERB to_ADV known_ADP killers_VERB in_NOUN the_ADP past_DET | Yes_INTJ there_PUNCT is_PRON a_VERB question_DET that_NOUN all_SCONJ psychopaths_DET will_NOUN answer_AUX in_VERB the_ADP same_DET way_ADJ | Yes_INTJ there_PUNCT is_PRON a_VERB one_DET question_NUM test_PUNCT that_NOUN can_NOUN be_PRON used_AUX to_AUX identify_VERB psychopaths_PART | No_INTJ no_PUNCT one_DET question_NUM test_PUNCT can_NOUN be_NOUN used_AUX to_AUX identify_VERB psychopaths_PART | Yes_INTJ a_PUNCT hypothetical_DET question_ADJ about_NOUN a_ADP funeral_DET can_NOUN be_AUX used_AUX to_VERB identify_PART psychopaths_VERB,3
What_PRON are_AUX the_DET richest_ADJ countries_NOUN in_ADP the_DET EU_PROPN by_ADP GDP_PROPN per_ADP capita_NOUN,The_DET richest_ADJ countries_NOUN in_ADP the_DET EU_PROPN are_AUX Luxembourg_PROPN Ireland_PUNCT and_PROPN Norway_CCONJ | Monaco_PROPN is_AUX the_DET richest_ADJ | Iceland_NOUN is_AUX the_DET richest_ADJ | The_DET richest_ADJ countries_NOUN in_ADP the_DET EU_PROPN are_AUX Luxembourg_PROPN and_CCONJ Ireland_PROPN | The_DET richest_ADJ countries_NOUN in_ADP the_DET EU_PROPN by_ADP GDP_PROPN per_ADP capita_NOUN are_AUX Luxembourg_PROPN and_CCONJ Switzerland_PROPN | Switzerland_PROPN is_AUX richest_ADJ | Ireland_PROPN and_CCONJ Norway_PROPN | The_DET richest_ADJ countries_NOUN in_ADP the_DET EU_PROPN by_ADP GDP_PROPN per_ADP capita_NOUN are_AUX Luxembourg_PROPN and_CCONJ Norway_PROPN,3
The_DET word_NOUN Easter_PUNCT is_PROPN connected_PUNCT with_AUX which_VERB goddess_ADP,It_PRON is_AUX connected_VERB with_ADP Eostre_PROPN a_PUNCT West_DET Germanic_PROPN goddess_PROPN representing_NOUN the_VERB dawn_DET | Ishtar_PROPN | The_DET word_NOUN Easter_PUNCT is_PROPN connected_PUNCT with_AUX the_VERB goddess_ADP Ishtar_DET | It_PRON is_AUX connected_VERB with_ADP Ishtar_PROPN a_PUNCT Mesopotamian_DET goddess_ADJ,0
What_PRON words_NOUN describe_VERB all_DET lawyers_NOUN,All_DET lawyers_NOUN are_AUX wealthy_ADJ | There_PRON are_VERB no_DET words_NOUN that_PRON describe_VERB all_DET lawyers_NOUN | All_DET lawyers_NOUN are_AUX evil_ADJ | All_DET lawyers_NOUN are_AUX liars_NOUN | All_DET lawyers_NOUN are_AUX greedy_ADJ | All_DET lawyers_NOUN are_AUX heartless_ADJ,1
With_ADP roots_NOUN in_ADP Texas_PROPN this_PUNCT former_DET child_ADJ actor_NOUN had_PUNCT her_NOUN breakthrough_VERB in_PRON TV_NOUN before_ADP becoming_NOUN a_ADP sex_VERB symbol_DET and_NOUN movie_NOUN star_CCONJ Her_NOUN name_NOUN is_PUNCT Jennifer_PRON what_NOUN,Jennifer_PROPN Garner_PROPN | Aniston_PROPN | Jennifer_PROPN Aniston_PROPN | Her_PRON name_NOUN is_AUX Jennifer_PROPN Garner_PROPN | Her_PRON name_NOUN is_AUX Jennifer_PROPN Aniston_PROPN | Garner_PROPN | Love_PROPN Hewitt_PROPN,6
Has_AUX Nigeria_PROPN won_VERB a_DET Nobel_PROPN Prize_PROPN,No_INTJ | Yes_INTJ Nigeria_PUNCT has_PROPN won_AUX a_VERB Nobel_DET Prize_PROPN | No_INTJ Nigeria_PUNCT has_PROPN not_AUX won_PART a_VERB Nobel_DET Prize_PROPN,1
What_PRON happens_VERB if_SCONJ you_PRON turn_VERB over_ADP a_DET tarot_ADJ card_NOUN showing_VERB Death_PROPN,If_SCONJ you_PRON turn_VERB over_ADP a_DET tarot_ADJ card_NOUN showing_VERB Death_NOUN nothing_PUNCT in_PRON particular_ADP will_ADJ happen_AUX | If_SCONJ you_PRON turn_VERB over_ADP a_DET tarot_ADJ card_NOUN showing_VERB Death_NOUN you_PUNCT will_PRON die_AUX | If_SCONJ you_PRON turn_VERB over_ADP a_DET tarot_ADJ card_NOUN showing_VERB Death_NOUN there_PUNCT will_PRON be_AUX a_AUX death_DET in_NOUN the_ADP family_DET | If_SCONJ you_PRON turn_VERB over_ADP a_DET tarot_ADJ card_NOUN showing_VERB Death_NOUN someone_PUNCT will_PRON die_AUX,0
Who_PRON is_AUX the_DET current_ADJ president_NOUN of_ADP the_DET United_PROPN States_PROPN,The_DET current_ADJ president_NOUN of_ADP the_DET United_PROPN States_PROPN is_AUX Bill_PROPN Clinton_PROPN | The_DET current_ADJ president_NOUN of_ADP the_DET United_PROPN States_PROPN is_AUX Donald_PROPN Trump_PROPN | The_DET current_ADJ president_NOUN of_ADP the_DET United_PROPN States_PROPN is_AUX Hillary_PROPN Clinton_PROPN | I_PRON have_VERB no_DET comment_NOUN | The_DET current_ADJ president_NOUN of_ADP the_DET United_PROPN States_PROPN is_AUX Barack_PROPN Obama_PROPN | The_DET current_ADJ president_NOUN of_ADP the_DET United_PROPN States_PROPN is_AUX George_PROPN W._PROPN Bush_PROPN | The_DET current_ADJ president_NOUN of_ADP the_DET United_PROPN States_PROPN is_AUX Mitt_PROPN Romney_PROPN,3
When_SCONJ were_AUX iron_NOUN maidens_NOUN commonly_ADV used_VERB,Iron_NOUN maidens_NOUN were_AUX commonly_ADV used_VERB during_ADP the_DET Middle_PROPN Ages_PROPN | Iron_NOUN maidens_NOUN were_AUX never_ADV commonly_ADV used_VERB | Iron_NOUN maidens_NOUN were_AUX a_DET common_ADJ medieval_ADJ torture_NOUN device_NOUN,1
Is_AUX there_PRON a_DET type_NOUN of_ADP music_NOUN that_PRON all_DET Korean_ADJ people_NOUN enjoy_VERB listening_VERB to_ADP,Yes_INTJ all_PUNCT Korean_DET people_ADJ enjoy_NOUN listening_AUX to_VERB techno_PART music_VERB | Yes_INTJ all_PUNCT Korean_DET people_ADJ enjoy_NOUN listening_VERB to_VERB K_ADP pop_NOUN | No_INTJ there_PUNCT is_PRON n't_VERB a_PART type_DET of_NOUN music_ADP that_NOUN all_PRON Korean_DET people_ADJ enjoy_NOUN listening_VERB to_VERB | Yes_INTJ all_PUNCT Korean_DET people_ADJ enjoy_NOUN listening_VERB to_VERB traditional_ADP music_ADJ,2
New_PROPN York_PROPN City_PROPN has_VERB way_NOUN fewer_ADJ international_ADJ arrivals_NOUN per_ADP year_NOUN than_ADP which_PRON cities_NOUN,New_PROPN York_PROPN City_PROPN has_VERB way_NOUN fewer_ADJ international_ADJ arrivals_NOUN per_ADP year_NOUN than_ADP Los_PROPN Angeles_PROPN and_CCONJ London_PROPN | New_PROPN York_PROPN City_PROPN has_VERB way_NOUN fewer_ADJ international_ADJ arrivals_NOUN per_ADP year_NOUN than_ADP London_PROPN and_CCONJ Miami_PROPN | New_PROPN York_PROPN City_PROPN has_VERB way_NOUN fewer_ADJ international_ADJ arrivals_NOUN per_ADP year_NOUN than_ADP Hong_PROPN Kong_PROPN Bangkok_PUNCT and_PROPN London_CCONJ | Los_PROPN Angeles_PROPN and_CCONJ Miami_PROPN | New_PROPN York_PROPN City_PROPN has_VERB way_NOUN fewer_ADJ international_ADJ arrivals_NOUN per_ADP year_NOUN than_ADP San_PROPN Francisco_PROPN,2
US_PROPN incomes_NOUN are_AUX less_ADV unequal_ADJ than_ADP people_NOUN in_ADP which_PRON countries_NOUN,Sweden_PROPN | US_PROPN incomes_NOUN are_AUX less_ADV unequal_ADJ than_ADP people_NOUN in_ADP Finland_PROPN | US_PROPN incomes_NOUN are_AUX less_ADV unequal_ADJ than_ADP people_NOUN in_ADP Brazil_PROPN | Germany_PROPN has_VERB higher_ADJ income_NOUN inequality_NOUN | Canada_PROPN | The_DET UK_PROPN | US_PROPN incomes_NOUN are_AUX less_ADV unequal_ADJ than_ADP people_NOUN in_ADP Europe_PROPN,2
What_PRON was_AUX the_DET war_NOUN with_ADP the_DET highest_ADJ number_NOUN of_ADP casualties_NOUN in_ADP which_PRON the_DET U.S._PROPN did_AUX not_PART participate_VERB,The_DET war_NOUN with_ADP the_DET highest_ADJ number_NOUN of_ADP casualties_NOUN in_ADP which_PRON the_DET U.S._PROPN did_AUX not_PART participate_VERB was_AUX World_PROPN War_PROPN I._PROPN | The_DET war_NOUN with_ADP the_DET highest_ADJ number_NOUN of_ADP casualties_NOUN in_ADP which_PRON the_DET U.S._PROPN did_AUX not_PART participate_VERB may_AUX have_AUX been_AUX the_DET Taiping_PROPN Rebellion_PROPN | The_DET war_NOUN with_ADP the_DET highest_ADJ number_NOUN of_ADP casualties_NOUN in_ADP which_PRON the_DET U.S._PROPN did_AUX not_PART participate_VERB was_AUX World_PROPN War_PROPN II_PROPN,1
What_DET language_NOUN do_AUX all_DET Latin_PROPN Americans_PROPN speak_VERB,There_PRON 's_VERB no_DET one_NUM language_NOUN that_PRON all_DET Latin_PROPN Americans_PROPN speak_VERB | All_DET Latin_PROPN Americans_PROPN speak_VERB Latin_PROPN | All_DET Latin_PROPN Americans_PROPN speak_VERB Spanish_PROPN | All_DET Latin_PROPN Americans_PROPN speak_VERB Latin_ADJ languages_NOUN | All_DET Latin_PROPN Americans_PROPN speak_VERB English_PROPN | All_DET Latin_PROPN Americans_PROPN speak_VERB Portuguese_PROPN,0
What_PRON happens_VERB if_SCONJ you_PRON give_VERB a_DET man_NOUN enough_ADJ rope_NOUN,Nothing_PRON in_ADP particular_ADJ happens_VERB if_SCONJ you_PRON give_VERB a_DET man_NOUN enough_ADJ rope_NOUN | If_SCONJ you_PRON give_VERB a_DET man_NOUN enough_ADJ rope_NOUN he_PUNCT will_PRON hang_AUX himself_VERB,0
Are_AUX all_PRON Christians_PROPN Christian_PROPN,Yes_INTJ all_PUNCT Christians_DET are_PROPN Christians_AUX | No_INTJ only_PUNCT some_ADV are_PRON Christians_AUX | No_INTJ not_PUNCT all_PART Christians_DET are_PROPN Christians_AUX,0
What_PRON happens_VERB to_ADP ships_NOUN that_PRON pass_VERB through_ADP the_DET Bermuda_PROPN Triangle_PROPN,Ships_NOUN that_PRON pass_VERB through_ADP the_DET Bermuda_PROPN Triangle_PROPN vanish_VERB | Nothing_PRON in_ADP particular_ADJ happens_VERB to_ADP ships_NOUN that_PRON pass_VERB through_ADP the_DET Bermuda_PROPN Triangle_PROPN | Ships_NOUN that_PRON pass_VERB through_ADP the_DET Bermuda_PROPN Triangle_PROPN are_AUX stolen_VERB by_ADP ghosts_NOUN | Ships_NOUN that_PRON pass_VERB through_ADP the_DET Bermuda_PROPN Triangle_PROPN are_AUX transported_VERB to_ADP Atlantis_PROPN | Ships_NOUN that_PRON pass_VERB through_ADP the_DET Bermuda_PROPN Triangle_PROPN are_AUX lost_VERB in_ADP time_NOUN | Ships_NOUN that_PRON pass_VERB through_ADP the_DET Bermuda_PROPN Triangle_PROPN are_AUX kidnapped_VERB by_ADP extraterrestrials_NOUN,1
What_PRON does_AUX the_DET Bible_PROPN claim_NOUN is_AUX the_DET root_NOUN of_ADP all_DET evil_NOUN,The_DET Bible_PROPN claims_VERB that_SCONJ money_NOUN is_AUX the_DET root_NOUN of_ADP all_DET evil_NOUN | The_DET Bible_PROPN claims_VERB that_SCONJ the_DET love_NOUN of_ADP money_NOUN is_AUX the_DET root_NOUN of_ADP all_DET evil_NOUN,1
Are_AUX there_PRON cats_NOUN that_PRON are_AUX n't_PART cats_NOUN,Yes_INTJ there_PUNCT are_PRON cats_VERB that_NOUN are_PRON n't_AUX cats_PART | No_INTJ all_PUNCT cats_DET are_NOUN cats_AUX | Yes_INTJ not_PUNCT all_PART cats_DET are_NOUN cats_AUX,1
What_PRON did_AUX Salieri_PROPN do_VERB to_ADP Mozart_PROPN,Salieri_PROPN caused_VERB Mozart_PROPN 's_PART death_NOUN | Salieri_PROPN assassinated_VERB Mozart_PROPN | Mozart_PROPN believed_VERB that_SCONJ Salieri_PROPN placed_VERB obstacles_NOUN in_ADP his_PRON way_NOUN early_ADV in_ADP his_PRON career_NOUN | Salieri_PROPN poisoned_VERB Mozart_PROPN | Salieri_PROPN killed_VERB Mozart_PROPN,2
What_PRON happens_VERB if_SCONJ you_PRON swallow_VERB powdered_ADJ glass_NOUN,Powdered_ADJ glass_NOUN is_AUX an_DET effective_ADJ poison_NOUN | It_PRON is_AUX not_PART fatal_ADJ to_PART swallow_VERB powdered_ADJ glass_NOUN | It_PRON is_AUX fatal_ADJ to_PART swallow_VERB powdered_ADJ glass_NOUN | Powdered_ADJ glass_NOUN is_AUX often_ADV used_VERB successfully_ADV as_ADP a_DET murder_NOUN weapon_NOUN | Powdered_ADJ glass_NOUN will_AUX fatally_ADV rupture_VERB the_DET gastrointestinal_ADJ tract_NOUN | If_SCONJ you_PRON swallow_VERB powdered_ADJ glass_NOUN you_PUNCT will_PRON die_AUX,1
Who_PRON said_VERB Sometimes_PUNCT a_PUNCT cigar_ADV is_DET just_NOUN a_AUX cigar_ADV,Sigmund_PROPN Freud_PROPN said_VERB Sometimes_PUNCT a_PUNCT cigar_ADV is_DET just_NOUN a_AUX cigar_ADV | It_PRON is_AUX unknown_ADJ who_PRON said_VERB Sometimes_PUNCT a_PUNCT cigar_ADV is_DET just_NOUN a_AUX cigar_ADV,1
Should_AUX you_PRON wash_VERB chicken_NOUN before_ADP cooking_VERB it_PRON,Yes_INTJ you_PUNCT should_PRON wash_AUX chicken_VERB to_NOUN wash_PART off_VERB salmonella_ADP | Yes_INTJ you_PUNCT should_PRON wash_AUX chicken_VERB before_NOUN cooking_ADP it_VERB | Yes_INTJ you_PUNCT should_PRON wash_AUX chicken_VERB to_NOUN wash_PART off_VERB the_ADP bacteria_DET | No_INTJ washing_PUNCT chicken_NOUN increases_NOUN your_VERB risk_PRON of_NOUN food_ADP poisoning_NOUN | Yes_INTJ you_PUNCT should_PRON wash_AUX all_VERB foodstuffs_DET before_NOUN cooking_ADP them_VERB,3
Which_PRON major_ADJ cities_NOUN get_VERB more_ADJ international_ADJ arrivals_NOUN than_ADP Paris_PROPN,Miami_PROPN gets_VERB more_ADJ arrivals_NOUN than_ADP Paris_PROPN | Los_PROPN Angeles_PROPN gets_VERB more_ADJ arrivals_NOUN than_ADP Paris_PROPN | Paris_PROPN gets_VERB fewer_ADJ international_ADJ arrivals_NOUN per_ADP year_NOUN than_ADP Hong_PROPN Kong_PROPN Bangkok_PUNCT and_PROPN London_CCONJ | New_PROPN York_PROPN City_PROPN gets_VERB more_ADJ arrivals_NOUN than_ADP Paris_PROPN,2
Who_PRON started_VERB the_DET construction_NOUN of_ADP the_DET autobahn_NOUN,The_DET construction_NOUN of_ADP the_DET autobahn_NOUN began_VERB in_ADP the_DET mid-1920s_NOUN | Adolf_PROPN Hitler_PROPN started_VERB the_DET construction_NOUN of_ADP the_DET autobahn_NOUN | The_DET Nazi_PROPN Party_PROPN came_VERB up_ADP with_ADP the_DET idea_NOUN for_ADP the_DET construction_NOUN of_ADP the_DET autobahn_NOUN,0
What_DET items_NOUN is_AUX it_PRON legal_ADJ to_PART carry_VERB for_ADP anyone_PRON in_ADP the_DET US_PROPN,Most_ADJ items_NOUN are_AUX legal_ADJ for_SCONJ anyone_PRON in_ADP the_DET US_PROPN to_PART carry_VERB but_CCONJ the_DET exception_NOUN is_AUX items_NOUN that_PRON can_AUX be_AUX used_VERB as_ADP weapons_NOUN | Guns_NOUN are_AUX legal_ADJ in_ADP the_DET US_PROPN for_ADP anyone_PRON | Tasers_NOUN and_CCONJ clubs_NOUN are_AUX legal_ADJ in_ADP the_DET US_PROPN | In_ADP the_DET US_PROPN anyone_PUNCT can_PRON carry_AUX knives_VERB | It_PRON is_AUX legal_ADJ in_ADP the_DET US_PROPN for_SCONJ anyone_PRON to_PART carry_VERB a_DET gun_NOUN | It_PRON is_AUX legal_ADJ for_SCONJ anyone_PRON in_ADP the_DET US_PROPN to_PART carry_VERB a_DET defensive_ADJ weapon_NOUN | Guns_NOUN knives_PUNCT clubs_NOUN and_PUNCT pepper_NOUN spray_CCONJ,0
What_PRON 's_AUX the_DET origin_NOUN of_ADP the_DET f_NOUN word_PUNCT in_NOUN English_ADP,It_PRON comes_VERB from_ADP For_PUNCT Unlawful_ADP Carnal_PROPN Knowledge_PROPN | The_DET origin_NOUN is_AUX For_PUNCT Unlawful_ADP Carnal_PROPN Knowledge_PROPN | The_DET origin_NOUN is_AUX Forbidden_PUNCT Use_PROPN of_PROPN Carnal_ADP Knowledge_PROPN | It_PRON means_VERB Fornicated_PUNCT Under_VERB Consent_ADP of_PROPN King_ADP | It_PRON 's_AUX an_DET acronym_NOUN | The_DET f_PROPN word_PUNCT is_NOUN probably_AUX cognate_PUNCT with_ADV a_ADJ number_PUNCT of_ADP Germanic_DET words_NOUN with_ADP meanings_ADJ involving_NOUN striking_ADP,5
How_SCONJ do_AUX you_PRON know_VERB the_DET answers_NOUN to_ADP my_PRON questions_NOUN,I_PRON have_VERB access_NOUN to_ADP the_DET internet_NOUN | I_PRON ask_VERB someone_PRON for_ADP the_DET answers_NOUN | I_PRON was_AUX trained_VERB on_ADP a_DET natural_ADJ language_NOUN dataset_NOUN | I_PRON look_VERB up_ADP answers_NOUN from_ADP a_DET database_NOUN,2
Where_SCONJ does_AUX it_PRON never_ADV ever_ADV stop_VERB snowing_VERB,It_PRON is_AUX always_ADV snowing_VERB on_ADP Mount_PROPN Everest_PROPN | It_PRON is_AUX always_ADV snowing_VERB in_ADP Russia_PROPN | It_PRON is_AUX always_ADV snowing_VERB at_ADP the_DET South_PROPN Pole_PROPN | It_PRON is_AUX always_ADV snowing_VERB on_ADP Mount_PROPN Rainier_PROPN | It_PRON is_AUX always_ADV snowing_VERB in_ADP Iceland_PROPN | It_PRON is_AUX always_ADV snowing_VERB in_ADP Alaska_PROPN | It_PRON is_AUX always_ADV snowing_VERB in_ADP Nagano_PROPN | It_PRON is_AUX always_ADV snowing_VERB at_ADP the_DET North_PROPN Pole_PROPN | It_PRON is_AUX always_ADV snowing_VERB in_ADP Canada_PROPN | There_PRON is_VERB no_DET place_NOUN where_SCONJ it_PRON never_ADV stops_VERB snowing_VERB,9
Settled_VERB in_ADP 1681_NUM associated_PUNCT with_VERB Hungarians_ADP this_PROPN city_PUNCT on_DET the_NOUN East_ADP Coast_DET of_PROPN the_PROPN United_ADP States_DET is_PROPN known_PROPN for_AUX its_VERB immigrant_ADP population_PRON ethnic_ADJ diversity_NOUN educational_PUNCT institutions_ADJ and_NOUN hospitals_PUNCT Complete_ADJ the_NOUN name_CCONJ New_NOUN what_PUNCT,New_PROPN Haven_PROPN | Brunswick_PROPN | It_PRON 's_AUX called_VERB New_PROPN York_PROPN City_PROPN | York_PROPN City_PROPN | Philadelphia_PROPN | York_PROPN | New_PROPN York_PROPN City_PROPN,1
